NodeIndex,TrueX,TrueY,TrueZ,EstX,EstY,EstZ,Error
1,74.5680586534708,54.6236467589267,61.5204187454627,83.2757418165288,48.9916324654694,64.393561867245,10.760961038316
2,31.3482948514268,6.32750378855592,88.1545492231383,12.5298211290327,29.6676235034202,88.2230116990466,29.9816748807541
3,1.12358698321604,39.246325646079,66.5994347648447,25.0894302807337,26.7685464117784,57.248436256025,28.5919183108281
4,59.2050050962407,65.4886205014853,58.0407941035582,45.9363644864291,66.4575478397936,65.499923483033,15.2523524388538
7,62.4880571859889,55.049857458611,58.8471270194724,73.1349529016776,51.2897955178658,63.0809568851063,12.0590119624339
8,9.30912762495978,96.4730379016545,49.2213309681631,0.85091161543073,80.2298641553912,64.13430596573,23.6173439381572
9,6.528697922557,27.9849688400623,90.5797881204975,19.3720998904301,29.5802015349744,98.9722406288269,15.4250121738638
10,67.9588600190797,17.7951844179204,63.3833667101353,64.6532907001461,33.5532189535637,87.9417468545653,29.3659066992173
11,15.4339355785436,30.1452607225276,1.02784663155167,32.9995959015091,17.3797279805481,17.5726779559665,27.2991335452555
12,26.6166860580045,66.0656132787431,56.0561923820544,33.6244573906075,49.6362725933322,50.8598588819411,18.6019885026239
13,50.4282652022498,20.826096400101,46.9019953006894,54.3712904235118,18.9677266300351,68.3914204564771,21.9270695630767
14,91.184818407978,70.886775135149,89.4007106698238,88.9620024084472,81.8956892893499,84.8672842428212,12.1115257912197
15,95.09895828921,59.266534347535,29.8472313549869,96.3604837643626,35.634047917157,45.7817921172381,28.5306166791455
16,93.4378191058897,4.41392992453342,37.7480899505707,86.8132424490591,9.13674220970106,28.3412410619881,12.4369923122829
17,33.0752685535286,56.6736688829086,35.8453922101417,38.7005972536821,55.5696575325478,26.9380957523166,10.5925961989532
18,95.4870657500011,38.9699704065582,79.4321161508954,100,56.5056440370641,92.163106661722,22.1346909760943
19,47.6053343550795,97.6351661020121,88.6786997662704,43.4365179390009,84.9979325212683,95.1805696636577,14.8105710574507
20,58.9957531532934,41.7746003693112,74.3182784199713,55.735868376471,62.6457274956195,86.9524419346097,24.6140789792204
21,79.9231987851208,89.3619024634474,1.13171818265737,96.9549582490384,49.427522087528,0.868644572713333,43.4154900256765
22,84.8951485967129,15.4315677177192,45.7892054364737,68.2649021161291,16.8410531413982,61.294529068405,22.78084300669
23,41.786392745556,35.6147999202877,81.7787365133236,31.5869701923527,37.9824983650452,87.0225464963153,11.7103270441872
24,67.3135803455811,69.2316554903425,54.520478422698,61.465801565402,77.0624941033718,52.7670614911255,9.92940184407643
25,4.27373975628482,13.7337566240577,70.7899972784845,11.6165049819881,7.62649808000814,56.8626254477026,16.8874655942364
26,20.6644384235965,24.4650244585741,97.0432310362583,26.6189882985647,13.7105183618863,76.1454523772159,24.2452720850789
27,18.5226758524402,77.1707253393004,53.6004549924802,41.3974417420925,56.8324171674453,44.6138955951644,31.9007828054616
