N,A,R,run,ALE_DVLS,ALE_EPLO_Sobol,ALE_EPLO_Seed
100,10,30,1,193.539226061931,19.596261090844,20.6589529063317
100,10,30,2,187.911201585252,18.7933317344604,16.619705869855
100,10,30,3,355.104003877213,19.6283207921032,19.8339571641402
100,10,30,4,197.586861292177,13.294382146963,13.3031848754367
100,10,30,5,192.119997074252,16.110419998735,16.6034647242034
