N,A,R,GroupCount,DV_mean,DV_std,Sobol_mean,Sobol_std,Seed_mean,Seed_std
100,10,30,5,225.252257978165,72.6716376678132,17.4845431526211,2.74835070840187,17.4038531079934,2.93990088397249
