NodeIndex,TrueX,TrueY,TrueZ,EstX,EstY,EstZ,Error
1,34.0869835347425,5.64128603384464,13.1695693387279,28.3747218036427,1.10957171703958,18.6757306392091,9.13696782311503
2,11.2138961123227,50.5446473467227,6.15944256208716,16.9239376524315,69.2598363127565,19.1785295350624,23.5023296299327
3,43.3374509200269,99.9439579949812,56.2876071524653,19.8435433953822,90.7145452512977,60.3083874326344,25.5599770037303
4,48.952440787223,42.1186346648709,48.6737826028049,41.6968750660391,52.0649344186245,46.5094552414035,12.5002570234875
5,20.6948593289462,53.0717295634894,6.95205671092494,22.9241101346402,42.1171821338794,14.5249740341596,13.5026199430633
6,44.4452545251832,46.5438975732099,93.2941719042382,53.9635095683498,59.396960997746,89.6556308156772,16.4023595776662
7,52.9304299931928,42.3008112870097,86.6847101350628,51.9178005923163,41.0432548172126,89.4210601753518,3.17718084490607
8,23.239833096139,99.6833134132734,34.9402314198393,13.6675936947888,83.8644640662254,23.360233557372,21.8165100856235
9,59.944520825127,84.8250427598183,72.3646531906572,58.7172727890808,86.6114368431062,61.9533647147056,10.6344849095885
10,79.430026286706,81.5604299083618,58.7284606062439,87.9492058180748,73.1693879012713,42.3085376907053,20.3125546006571
11,89.8267401858762,24.864462008757,67.0932394320474,73.1611174095001,31.1644806892261,80.4253523264396,22.2526055132325
12,57.3116790698936,39.5932673911408,42.4520513570266,55.2412524518358,40.9753750079773,39.6681938248015,3.73453485791818
13,95.2345827554542,86.3805199889659,66.0430365948545,85.7676159045044,94.8104217867707,65.0947534774718,12.7116460990829
14,92.6878660394321,85.9330549098146,33.6585898483723,75.5912626962505,83.0934821232007,21.6344969393599,21.0935020745519
15,11.8024021284351,67.9710277164269,73.0623777633041,14.2916597353494,62.5217261820082,67.3049249417404,8.30900437111035
16,35.0456287998368,54.1528714981135,34.1206055788423,24.1546533728418,64.6501557484943,38.2841140607691,15.6888854054001
17,51.6206775111587,41.5162572472643,4.26425628583347,38.3600802637778,23.7246709969122,13.3043424016116,23.9605329164784
19,88.3620258765853,80.1042280153107,53.7644215760121,75.08530505346,88.3416216589474,43.8663123162764,18.4959059462656
20,57.8536566215545,1.70767850726048,84.5629640508699,52.8860581311967,8.6253266319722,92.3539179325054,11.5425236722523
23,76.0332487981,64.7607810631038,35.3769660206101,72.6013927374189,81.1448284896038,49.8976807960274,22.160004595759
25,11.7134258122851,38.03525951043,83.7410793507704,12.6785246205652,29.8612686119509,94.1390949655397,13.2613827198806
26,40.8923388381671,32.2857859846628,22.2967763196663,45.1316870944917,32.9945911249014,14.464589474124,8.93407125272211
27,19.6009447036869,24.73667800836,50.5728953102934,15.0485050327944,41.5771349144466,40.9442534805048,19.9257732409367
28,32.1332001018543,76.7103092934997,65.5024207897863,45.449200246521,82.7209895373386,66.1898978054206,14.6258935280366
29,96.3480469685239,44.7784452034256,71.3534340314055,99.8130948358607,42.3040628349307,79.8542538780857,9.50752664440993
30,66.9973417559957,23.9956706089352,36.0403231030597,67.4826584392909,30.8255379578403,33.2476507456471,7.39470345467486
31,37.7490490576377,33.1181287226166,32.3896720868318,38.4794144325761,26.5076583333779,39.1851395051697,9.50842414817525
32,91.3474663703969,90.1277752755693,10.5451417663947,97.5820729448472,95.1207856851256,7.49942711982763,8.54849985649119
33,89.7792379562101,71.5684485976419,30.3380877342643,71.7386104769035,81.4092928800164,32.0352661989826,20.6200599120894
35,37.1089877213,0.190093655411172,7.09064135219458,23.0486537969066,35.8366837989979,0.115887485133075,38.9489354210919
36,66.0606961872102,58.0029551550424,43.0462088991717,72.8505981469222,60.6876985939856,32.7965902746604,12.5843274712389
38,95.2070467640736,50.1191198619471,20.0305198256466,79.2799957823193,70.6871214867404,43.7593317835858,35.2103700740016
39,44.9811618289188,7.37697264431698,41.4145770321086,50.0839509949213,29.9381001636518,28.4981768123381,26.4929486251275
40,38.9451244867382,45.9115536134542,26.7716080157614,45.9225131372392,46.6599883559022,29.7070200478955,7.60662545037157
41,83.2245845097934,56.5043708893197,91.9467998811689,81.9783313644703,41.1145501947724,80.3153666903754,19.3310622052808
42,89.572027732223,72.0860181810101,91.324854629114,85.3752086469391,74.2142680270272,86.1928048876212,6.96280635884923
43,44.7739773637193,28.2375424288333,79.0156962426281,34.5474459014485,53.2577592154408,84.8656437117635,27.655290256826
44,92.2957248516655,21.5919255432206,2.79846208734915,87.2954867676052,45.6689051745741,4.3178948614711,24.6376136226903
45,32.7012486520548,9.26832331716815,47.3572206449796,42.3869929512259,21.4374486231646,52.4039436194711,16.3514729037854
46,18.3937919595674,73.3484729682856,96.6668939625729,20.4368482719594,73.0799192408147,97.1917887497951,2.12643239671439
47,8.75308247595593,42.1954449609473,1.74823440160828,19.4816600003397,7.62622050091652,4.17917565615875,36.2773087597161
48,92.6616661316073,66.3746945284795,10.1612487759051,96.3111161577452,69.0976462329565,19.507403826433,10.3963246249191
49,77.4953449812627,20.7195621232944,55.0788824569734,82.6469901145721,21.3516389343384,44.7372531379696,11.5710097072938
50,94.5918872824062,58.3784800717639,38.7637954003368,92.7008127314375,62.7816958531244,39.5040638294617,4.84896581981175
52,58.2354837349832,78.2080275467417,70.4822689459002,44.6784260408634,83.6552243697375,68.3727741264839,14.7619692095361
53,13.5349527238889,3.66293941621575,67.2306339827816,11.6027123377909,18.9006573573425,64.1743763750619,15.6608528352625
54,49.8234147518469,67.0625317352867,72.8801935427315,45.7088127123113,70.7945570354008,59.1775016459278,14.7858624369082
56,27.009005218589,51.447530365456,18.8056199608195,33.2413430235203,39.7193696633837,21.8359458057458,13.6225791498835
57,10.309953476149,93.1036923075601,23.9386370982223,13.1803811303504,93.6433947637827,19.0287206447093,5.71296011186278
58,72.1320069011134,9.12723771145316,85.6564527863283,68.5854553505115,28.4756916184123,75.4132057171155,22.1780253181327
59,65.7346605347924,80.0478782676253,52.8798948492977,57.0954380042734,81.7160640769948,43.3169334406517,12.9949698241151
60,77.4218463699576,30.6751977862152,66.5178132305745,87.3164277400029,39.4919999225501,70.8766644948742,13.9512839819141
62,47.9185797728677,97.8325468032278,1.29486167801035,47.4094749608926,77.7296814745704,1.43796978200576,20.1098200404961
63,56.3899482204477,84.0018331765276,46.5698326748335,45.5052093358705,96.2494222458864,47.3362562704886,16.4033040490408
64,57.9745936433115,15.5919258908273,92.3938755756707,56.1811819763387,45.6074326673935,99.352356962613,30.863691219194
65,6.27248569709764,95.0614125284351,60.0412161217343,26.9987788990801,87.2380740790309,62.3622592079728,22.2748983251697
66,65.6712262199953,28.0300373470277,93.424764374936,73.3071138458961,27.749131634681,85.2339189242476,11.201590826828
67,7.56842164492318,73.0153097458832,8.24472284560253,16.1631204526154,76.7839305383585,29.4716685137432,23.2089330360234
68,73.7172393879584,41.8319509387518,8.55568465843445,76.2945047225252,48.6802770254018,9.19501579696136,7.34510797051621
69,19.9222856106944,62.8833937461372,59.7383987265591,8.63265962168685,62.1952938052826,69.2837341806202,14.8000866697069
70,76.1949964098086,96.3659555006363,83.2163506039133,57.9302583432487,100,72.2051148812457,21.6345614285002
71,99.8404544958053,27.9495605444943,77.2580620198909,93.8070290803528,35.4501698888721,75.9928316959084,9.70887071463627
