NodeIndex,TrueX,TrueY,TrueZ,EstX,EstY,EstZ,Error
1,14.5986813585323,96.9979138125403,15.0400010421056,0,63.0597124088564,70.4279392210104,66.5788758363728
2,69.1680613414745,53.0699790826789,40.365100870785,72.1913288033493,52.792011952891,49.3863206820035,9.51839370658698
3,9.37152043127034,46.2226975404986,80.0602699043178,11.5777176812716,41.525550826323,74.3796605949763,7.69414164710929
4,65.0572825970534,33.2942430557096,41.9563272569809,57.494099918466,46.0264931704722,41.8119779713671,14.8098873031098
5,95.4115398045043,72.038841527509,16.8661541766055,98.9656021903848,63.3201288335882,17.1174370418262,9.41862269974869
6,87.2992855684396,87.7309816665289,36.5711458152686,97.412088987787,89.2856853379625,42.5348982591492,11.8428138428427
7,47.306993471758,14.6552284410679,70.9111185241651,45.9177563986617,15.3935411549467,72.4960554914366,2.23318393755733
8,6.4051631112378,49.7276219190022,0.534062917659506,9.95002088350822,46.0330279682038,1.33229962397793,5.18200954516836
9,47.8011858467975,51.2440912440456,8.52407160961899,65.1518115898318,43.473386725757,18.8448015129469,21.6320486344415
10,50.2206314174451,81.7160136460763,52.6084479164377,39.0387792777865,74.6549388464332,47.7334357809429,14.0946208860177
11,64.157166015152,17.237378197301,57.87982218124,73.8317332820477,11.6839510865395,58.3441739015106,11.1648299134537
12,83.9444958562463,3.6119483074712,42.1504374228791,91.2894053785146,13.5812860915892,26.0330525977425,20.3249965644695
13,77.6361712779716,88.0704192209366,14.4075610001608,76.0791209941843,79.9979734533042,23.0619495252902,11.9368013722898
14,31.9346279679185,45.0153890295731,10.0113245173024,44.328764226629,41.7637452940591,5.59246349008914,13.5541186862154
15,82.6261281328712,66.2338364454921,96.1043603374992,85.607735543746,79.5968580531631,93.4306160548408,13.9502414935625
16,42.1496337072812,60.4375728328884,6.24555585613137,41.0586879919795,74.2517725180792,18.1285567015713,18.2545332613241
17,40.2022697845468,84.5460783213211,41.0857312964071,42.7918672822801,75.0204491476915,46.5359990567595,11.276038533692
18,9.85944899672307,24.5007478353645,20.5857283194166,10.3901952499799,26.6835622791697,23.3882737066151,3.59174485852474
19,36.5262964420172,62.0987872260045,4.01264959146507,60.5424960349157,56.6378398305247,8.06681607629701,24.9606901993689
20,30.4406377913229,59.1913273431447,39.100916000011,41.0492423764755,54.1843319133254,55.4955349047785,20.1592664427779
21,69.1998589236591,31.2361003142945,71.4749337989827,70.3037513389526,22.8746267191564,72.0202096468788,8.45163563442207
22,88.9422784008738,92.9722821035468,18.6732127864365,95.5354324625725,81.1944127652935,18.1704130215902,13.5070609028681
23,2.69690200519549,19.8727957442849,52.5930025674549,6.44340747598778,12.627364637911,59.3398774258431,10.5855040274253
24,8.10506799800079,62.7260119313689,18.2889310555787,17.4820821197822,61.2418374143977,23.7516448846822,10.9531917821059
25,57.9789296266389,34.9540773697533,23.2655210247431,71.4091288393366,26.1417189754722,27.1100086424373,16.5169003267745
26,18.9930635299196,12.8993646984865,74.5121341215673,28.8358406116737,16.7663331855313,66.4457652043365,13.3003764409046
27,54.4888512343326,68.120778436395,41.9177290418345,72.6002304959561,66.0079124255859,44.0933474661289,18.363539339303
28,26.6148639494689,39.7771254952989,31.7495438366592,24.2067656266089,33.402453036997,26.5606473456279,8.56504718479886
29,10.8475490416271,29.0146574291715,54.4290167005231,10.6291374576271,18.7441741197485,48.8432621688664,11.6932110524477
30,20.3814887429766,0.00327259446478712,36.3603855651905,18.550704996009,1.53770771558421,37.9146418963736,2.84990754448425
31,82.1193847234503,24.5813521589975,71.8225984473019,64.759908498415,20.9586288153126,81.6090238286724,20.2546207315165
33,39.3264812272631,47.3272890161187,7.82038896499672,48.389959423015,43.8820802862789,26.1380899566621,20.7256910576485
34,4.62965953882252,86.9113406023888,15.291044657864,7.04479459907787,76.4774401503041,26.0823570466519,15.2036699212952
35,43.4512656432698,62.3363738520882,53.0316048412044,35.7018281334536,64.8095748835051,44.6257762321353,11.6973697755261
36,33.1062918324701,74.611113739663,88.0475226899398,30.5242996673877,75.9366248144496,71.0660223347238,17.2277397665547
37,24.4190254441299,70.3037109750503,38.2561380175786,40.6709963062222,49.7071297674138,48.4600771660436,28.1507742076597
38,27.1272709307857,54.6718943083386,34.0125605339908,23.9552788748029,51.0862044234581,47.5290818086841,14.3392835568235
39,91.3010066130882,64.389459527414,9.28722263751197,90.3250820282958,62.263902923439,12.4030176387737,3.89597204325075
40,74.8702696739642,31.1424905142255,41.6996844420403,76.265421176751,29.6010768101706,45.100228511729,3.98573755943254
41,99.1630400891609,90.5248235824046,17.6185391230751,86.6377474009071,97.9613760602844,29.3793729673626,18.7217115242069
42,9.52283027255901,6.55030040924074,33.83960185128,28.4166488480934,11.9880076348503,46.1450697341116,23.1941712516756
43,42.2966560330473,84.4163731398497,50.3214383777927,57.4182635846689,79.835547223393,48.5152672999458,15.9031202908294
44,39.0485468993654,37.0636023478194,15.5723290227278,34.0230222792054,37.140157494847,28.0802084080755,13.4799408424806
45,76.4337107231055,81.8264802030017,31.6320704559843,69.6772543346739,78.633168219582,34.5830515466557,8.03462716930479
46,69.7489204068103,79.0218238157568,29.3652204046656,71.7041022990222,85.7619787174798,48.3404251316967,20.231431456118
47,29.1775462741,64.5089409415473,54.2920584644501,16.3124030746941,61.1567060354274,51.0533112239426,13.6835255725607
50,69.8446166782131,12.0128396331748,3.69155521828676,69.5311714069097,12.1094743460553,4.31814642864784,0.707250133077191
53,8.3060672687013,83.5018649548558,33.0147218328697,15.5356751171986,79.9253463448428,32.753360803621,8.07013163451711
54,47.5181700497435,98.1068741599929,71.5679731504559,35.5047554521679,92.8747124543602,74.0108516361147,13.3291148131759
55,70.8303264152276,1.22780030685857,75.5476915312361,70.3877831717893,27.8100148736671,75.9782875106595,26.5893848875008
56,20.0111151331736,89.7039312730676,39.085271707853,30.5009453428104,72.4041257658239,32.2395133390849,21.3584694221994
57,6.0124379184005,3.6963609212443,40.8312114187796,0,19.6758961033743,63.0522130452995,28.0226313476332
58,10.6093824555191,11.2833678710431,90.704015746998,11.9595775577458,27.838609372519,79.978352548884,19.7721748683761
59,34.53458787567,91.2645822394012,20.1528840551725,38.1722224923608,96.6190572042685,19.569352213439,6.49948437679906
60,35.2377879520601,45.9240780726492,90.3301236476264,32.6613793750612,49.413054747619,92.8814637283823,5.03191569899458
61,9.17062972949481,64.571508550333,34.5227461418128,0.889974501475277,58.0881887875983,24.5206056330366,14.5136315548003
63,60.5898641493285,90.6772045663826,79.422078078783,49.7321568513513,93.6499893159517,68.0682624238068,15.988633051734
64,86.468367560374,59.4646508770833,48.0051771314529,80.0054803978927,59.8457936006585,47.448031775077,6.4980451828863
65,11.8894077953601,57.0977536231099,1.94492469722642,6.92667599321124,34.7961492088345,11.9490411106532,24.9413835142376
