NodeIndex,TrueX,TrueY,TrueZ,EstX,EstY,EstZ,Error
1,24.1049254800927,99.0859410347034,77.7285318909949,28.804191471131,90.0578176654912,94.6473688389853,19.7442942668744
2,63.4221449486298,65.823920467031,6.69868870290057,54.8030450206474,60.1876937671099,7.40778535446504,10.3227299220075
3,95.127878365337,50.2935074025226,18.493812455456,85.8040307041347,62.0125378176724,16.2292748632325,15.1458885373921
4,77.6812258176708,50.1321247661545,89.3985949402121,76.3945716868672,59.3229584082189,77.9151508168864,14.7647008375369
6,95.0365658807457,38.1696131247553,42.8984328246187,93.9404004592061,38.6528285926804,38.744914359317,4.32282216398306
7,0.511180272406508,3.82665072258174,60.6510679271521,20.3533658357826,2.29182454112641,69.2725887438008,21.6886753982497
8,74.5617012286478,25.4743346481283,38.5693210342324,59.4544324163765,17.5007290961514,36.6203581851955,17.1932083292115
9,52.8791727058864,22.2810637058074,88.6825044128374,80.6002210649608,32.1763623724867,63.6891230411855,38.6140203840232
10,3.65180128513762,22.3633507336157,79.125550913564,10.4998906940734,37.5297522290655,78.9366922142575,16.6418667967948
11,87.5776766594609,71.928985037055,97.6180486762549,99.5006715703085,79.2362574064757,94.25137749152,14.3836195719686
12,18.1895723072901,5.91533603817082,6.58171049647778,11.236212116472,31.3886182091033,2.67409038221906,26.6928233325094
13,8.53189119321325,92.5781069584329,61.5614951938776,23.4094597844698,87.645679160682,76.4240387620507,21.6001410292482
14,51.5533516132698,89.6912806174087,76.2810208777196,48.2271971221954,73.9201014282684,78.9448751626392,16.3367535442557
16,2.53773175042834,44.7606206372463,28.5370977270653,4.70802259866792,48.1713094863867,51.9801163396367,23.7890328189477
17,88.9479335941745,61.8962048600169,76.1144245245869,79.4315437188682,52.3315242569977,98.3007171384266,25.9668321372385
18,27.5005028856971,47.0910659008037,3.59502641946565,33.4835205370216,35.2101604510803,14.8771961338734,17.4424702374987
19,43.2044053391893,57.4340439843828,1.26597684680158,29.6059638249653,55.0644600071866,0.250900538196014,13.8406256994778
20,5.72578802667011,86.6757543136998,94.6272683309125,51.3290607938628,100,97.4027871234676,47.5909394187139
21,49.5583945624952,35.5406700069017,8.2946469028085,39.0823386909969,47.1684874882256,3.2024478832585,16.4585654556052
23,74.4738724838376,25.7291636008836,11.1671159669034,75.0319324241209,40.3263101037696,15.2688430393356,15.1727480009519
24,62.1912850927864,76.790350135595,51.1100124434595,65.893149393789,86.979852553844,57.8652078514731,12.7735047592659
25,49.8016407546373,20.2688509923936,69.8710829663296,41.6461675937637,18.0431743731227,70.61064863752,8.48600826497962
26,61.3766216008026,46.7232164066984,16.1794539763384,53.383798004311,59.9345814079723,18.3256596374809,15.5894705805373
27,81.0866164911276,90.1208807199374,26.4913754670467,69.0189343127941,75.6870871424976,31.3216270504331,19.424074766954
28,36.6181563998553,72.0192580531751,28.1374815010997,26.5441580362812,78.3223563081238,25.7497447497464,12.1208818752842
29,71.1733337549422,70.0654982966955,27.2519551350755,65.5118353449776,77.2561162353323,43.3150517304271,18.4873097777117
30,38.8845290882343,16.0737575211778,38.1956808789308,46.1410754318161,16.4358020194264,46.5605100217053,11.0796618920918
31,67.1357042664439,35.1788947344246,49.5289716407479,58.938210353466,46.0240213039612,46.9730161548984,13.8328805824463
32,94.6985211274129,67.4337587217635,79.4960693928458,82.2651980476805,61.2290245352309,81.1492386548496,13.9935420012006
33,75.2219021338523,99.3795221762415,17.2842620861919,71.194298871873,84.325815492373,17.7253623787962,15.5894272642707
34,28.4281397129119,92.1285462582204,40.5226350030495,25.6623316819408,91.7522569640872,32.6438748601271,8.35859731574413
35,18.6256369079396,52.0215360567999,56.3922414285798,24.2334843831168,66.1595533244237,48.8963855063216,16.9563953000552
36,25.8927052884425,69.0436613571635,14.5996616971553,11.7942875690043,65.3151831248523,31.6044672283408,22.401570107339
37,56.031432931963,20.2561615883399,77.149080289154,57.8100632001894,21.1327123380777,76.3586497080514,2.13463049529865
38,39.9211025957934,71.5788725358103,70.7651258986207,32.8757949737046,61.1844005323294,67.7639141545058,12.9107970185431
39,65.672836958123,89.6310681193275,3.06687006166745,62.8578241964847,84.2823886918349,10.5158551125131,9.59270799899541
40,38.9726444007513,89.4675678084199,12.9184380676529,41.2199718661745,91.4537203083782,15.9995987677959,4.29986438740131
41,88.4338623879457,90.3420190609374,52.3802415769861,80.4124129310732,80.9474972596421,59.5322545147542,14.274171791252
42,75.7358331035579,84.1279414247944,96.5317639111344,75.2755487786874,86.1135761992823,83.4829239974732,13.2070750058344
43,72.1308367588773,98.9102297242186,34.9656208818133,82.2531565151752,90.9234441069249,34.6915944608148,12.8967124580163
44,80.9962652652911,46.3312087565999,25.1167854591005,67.1299694568187,44.6133676321027,29.7340692416393,14.7154492661818
45,31.2378955475084,75.5339169942709,28.2451581559232,27.5550524524411,78.3824235933772,22.6423144461321,7.28485969284131
46,80.0327891697401,67.8393520865185,24.060242252565,71.9576460867878,80.9006568625318,37.8657101850271,20.649371978254
47,40.0063052030191,42.1157704510855,53.0059448718725,50.9522142178602,54.1538048691599,50.906934769482,16.4052747682524
48,95.9177803901808,76.3457765799764,86.0279413074197,90.9644873437312,84.770619744358,84.6039110889135,9.87628251983776
49,99.7294691574238,15.5500769141388,49.6865326502618,88.8696213949371,1.56773530738451,70.3441646463714,27.2062479941474
51,29.2729282690335,14.6464929292926,56.9598672216801,17.6377257889793,19.4329149077443,66.5330737134243,15.8093027879548
52,30.1867319641592,17.3950219729644,43.2215016512838,24.3768393116391,37.5483248358818,45.379257534353,21.0847428101269
53,22.0203667127195,47.3045964402609,32.4341950576795,12.3349558055791,46.710377231859,20.704926274221,15.2228784105504
54,99.3393651800128,20.6822922012941,4.03344835943665,64.1655878850425,8.64579666455784,3.57491382490052,37.1790544247887
55,81.3876692428408,29.4164406241653,5.38134165409793,98.706077778276,34.6239062119449,19.1807552080869,22.7479402690037
56,20.0513089385682,43.77043340398,76.8304441842412,34.873397911995,52.2105520561219,75.1871424022182,17.135646038163
57,57.2270975624375,74.0741997827213,41.1809972112996,60.613772132885,79.3499118551413,35.1666261032929,8.68765574490722
59,96.3417405529894,87.0824568837287,21.6511194710965,82.3759660718337,87.231291970407,4.20100388110109,22.3510971284572
60,23.2474449217242,60.7373025161317,44.2557933693989,27.102569947714,62.2023993835811,52.8980320752304,9.57584396518625
62,99.9406375680561,75.4701082368465,89.8730440030818,94.0214221096296,87.6463132327337,74.1147620143008,20.7754790795082
63,86.362075782397,26.8637892004069,30.8267079285144,77.6942653907114,16.2632546492109,38.1791740173098,15.5422336665037
64,15.7372677202402,64.5555783672782,31.9335655105949,26.560143541772,74.2222726149134,26.5656791674704,15.4723567215297
65,28.3353448753458,78.6767948970682,80.3007912503697,18.8534778009347,78.3655109472415,79.0407650204701,9.57028562866627
66,93.5602837699803,73.4358194701936,87.5383460913108,87.4315347979534,86.3673445141828,80.9728588180887,15.7445713520655
67,3.45372135406051,2.38684068703739,37.3349974528341,13.015708446973,27.3651226687633,21.0489030349849,31.3142625541579
68,62.6720217101689,19.1029330610163,80.9543266255632,81.8062857517398,43.6370348430378,75.4213128834864,31.6015260981674
69,48.9976027246028,35.4557197797029,87.1076081252455,59.1968346016885,60.595632645537,91.5957658381903,27.4987837811158
70,43.6416592207708,13.0728902975065,69.6014197635662,48.2048963952659,9.9661109005843,66.3756642826898,6.39380248007699
71,55.4230446655066,63.9078412892386,40.4943922343696,46.9626140087319,58.7856064232761,37.5733467751748,10.312549805691
72,14.6166942810356,8.31088113534618,67.8025342323172,32.1956114898781,17.0801101370313,80.0492653049857,23.1495168304999
73,78.4293064754965,74.1195889649579,87.251832925386,79.6490367644378,79.6210976993967,71.1377486863677,17.0709710091444
74,44.4722558058709,69.3724473232597,1.13460456352799,34.4972293009102,71.8287411961679,0,10.335466166571
76,56.7258240655231,70.3052593956915,19.6690524606774,59.5517255155401,72.9349386920781,7.61740982955527,12.6547628312557
77,32.2188202113344,66.4761363704758,31.7151304539297,32.8780431851778,47.9624649486617,34.1510370738681,18.6848667510688
78,37.2872571620305,79.3061788971333,87.2679637374407,49.7744929919431,86.1932749543371,89.416192733757,14.4214437069809
79,85.5970939589536,70.4806127957273,70.0974507206649,87.4122566435008,71.6414291587269,59.6404305921697,10.6766839499788
80,81.0200699294158,37.5540216256612,50.0327275033496,75.025710644026,53.7922299843543,68.2281136532191,25.1134193427644
81,40.2967363682814,56.9268841250505,5.72780266501649,43.0265165140935,51.3063872244623,24.6115717863066,19.8906616601907
82,92.1295407650474,78.117772569879,52.3968767779571,86.2468183810871,72.3499094000784,68.7501672880641,18.3113292444936
83,56.2710380440206,78.3490542646834,45.0137386375309,48.934049756252,74.0564044606381,38.4249330948988,10.7550266365845
84,51.8324488433226,51.8126207221794,37.9538979638621,56.5670834236759,44.0460847262184,38.2383572440781,9.10037158956351
86,49.6473519910292,65.8562545524244,40.9617851250831,42.1691246736427,74.0800309297277,39.4971756186146,11.2115771736556
87,81.2535254991012,40.6586366629184,9.33263347220065,68.6376721136126,46.8623992288871,13.7702284363832,14.7424107826771
88,50.6493657514795,62.4441156582128,81.9942133144272,50.4206407141598,54.0534862587969,77.4297288986878,9.55455361817428
89,41.1067807308526,73.8900206596615,35.8289609261533,45.1179424861593,52.4708854217111,18.3574620209538,27.9306649932155
90,60.6776650465778,55.0673175168039,19.2094762228047,61.5656257954016,53.5039123482479,30.5665180931601,11.4984829459162
91,91.8272154931019,98.3074624448887,67.2176971512374,79.3142270672545,94.2459211985494,88.4847109257164,25.0071364119323
92,72.5663479960021,73.3310611248656,3.16012698165351,77.7776286814025,68.9150081502229,7.03613338407482,7.85381409816202
93,81.811349415512,82.713759064357,7.70040039313897,86.6906562096294,64.8865141045601,5.60052869286327,18.6018213840834
96,35.2289235834595,73.5970095745146,32.5450326446442,35.1147340338885,71.478390653615,42.0293203142674,9.71870865832452
97,13.6146441126902,85.4542410160972,12.8585143082721,7.26759588467564,84.9945127553249,11.1875991263851,6.57938666043854
98,77.3039949938673,20.8712623688868,67.9609266543197,82.9714337044905,23.2565560381867,55.3282309139336,14.0497149115788
99,92.8374837701276,25.7193646377305,50.4066624084196,84.796498337211,27.0316533314022,55.5254068735847,9.62190694444584
100,15.5084288521862,21.9898223005711,75.5714715519902,17.1435064813609,16.1325892012143,76.2667942791664,6.12079505689873
101,86.0750872022228,79.3234538982575,56.4880329587651,75.6049365287395,71.7564281294666,61.6593273809143,13.9149638918518
103,4.99245141443646,28.3916326055397,29.6510226628384,3.62720750436092,39.7843375567892,34.1429026505688,12.322118440609
104,17.0153581315707,43.3082600809879,13.0726094496436,19.1272410416116,40.839849431041,10.2962673136853,4.27330974987675
105,88.1410461463761,77.2496232864019,68.9005249325473,80.306873903144,85.9961423082823,64.3031915777761,12.6099692192977
106,14.1116177039879,39.7725300642596,16.8297615021551,17.5669133458571,36.7139564984327,28.0032903761036,12.0889076316786
107,72.4713818824765,29.9551375972642,84.0600439084711,76.8738185234605,24.5318907235252,81.7337114056052,7.36239620947477
108,14.9070802388889,0.132633995587372,89.9298162362578,11.2574506193128,13.6576629543822,77.2874606515988,18.8699591792161
109,49.6956146670378,5.72135705763046,94.3914343409245,54.6514376075356,5.44793232558532,82.825857590781,12.5856071631495
110,91.9941103923937,34.6708423956345,90.8799564647998,100,48.6707500142983,88.7961350764468,16.261426546243
111,90.4754116597054,77.9247924628822,36.3935650978515,71.1535759735358,82.3235804016263,46.2689834615055,22.1406087872617
112,21.3544230964452,93.4210734416532,63.6363577870426,22.8443239434081,80.3434820871531,71.4933966548468,15.3289353817955
113,97.2869886651639,93.7618720821587,6.05103294646098,95.7446951737031,30.1855858995161,6.73784107955645,63.5986991958387
114,34.9507400093406,23.9820375301875,94.8184430577946,59.3544318586356,59.9841356080275,100,43.8011389603863
115,21.5110212393173,73.9496946787194,20.8501548808226,26.4839611735422,56.7030105999245,40.8881179873723,26.9016395181152
117,30.9317168302339,17.0936576779308,21.9178022712954,34.4967787293652,14.8005413608198,20.1258908568295,4.60206424398135
118,20.0818786577372,97.4552407727183,80.3698849512289,23.9606811976664,93.0395010610622,73.6891014634717,8.8981309472915
119,87.0364887690742,72.2698972071872,31.0196260533386,75.7471842345203,71.2986986040536,17.644446833042,17.5296047524091
120,3.98535509607255,92.1008533438079,56.8732892732288,11.3124180350748,90.998002185757,54.6520063428293,7.73538815094624
121,92.1101851433539,4.88280078190337,17.8329562271127,79.3715365002077,29.9143915840325,5.99646830755639,30.4787820230496
122,84.6534233245791,73.2437305977776,86.2322423951031,75.5114167233706,64.0606375346502,85.5559284357234,12.9754723796187
123,5.76896774843095,48.091374765428,59.5407088707311,5.27945860279518,70.6456681720362,53.3670387813871,23.3890994407029
124,13.1588345429083,50.8131867788406,98.1054542981337,16.0316259807459,46.1161601742317,93.3780528199763,7.25694938010473
125,43.4800931364501,27.0993664254654,7.95471796641881,53.9091934763292,24.4170778706152,22.4797368260788,18.0813986921428
127,40.9958990101684,18.6157840441893,8.42395462147363,38.1039422609042,14.3749806618322,27.3659725697759,19.6251846136854
128,8.0410965406268,72.8419135719673,97.7762850539235,0.507206109491731,45.9371265525767,99.1515752645134,27.9735320034932
129,0.981113315348447,39.0038912222552,9.89812260970137,9.44272139470378,40.8773450814147,24.0745818609901,16.615674453794
130,37.373458040266,29.3480230927696,96.0164826063637,38.0822926387255,26.6688737124281,89.9054432060338,6.71007380306229
131,0.146022486322628,50.9033510935553,94.3982531739763,3.11517361259329,31.5338533730286,98.9747755957579,20.1230678037221
132,79.9787151671092,5.4651378385982,20.5367584254144,88.755227766745,1.98745649194541,22.6900695787221,9.68288128004176
133,29.0497698209217,66.9743397878413,80.4811640305157,16.6736492892642,69.0728420795753,77.7926141204663,12.8374597137189
135,25.2162216923349,11.7567334876793,82.8957372958004,29.7048719735533,15.5974472479275,71.7984894574154,12.5717132134718
136,14.1270839587519,22.1069366057407,1.80102135198035,12.8462988363587,23.4127791732723,8.1322187967184,6.59012112371077
137,67.9869740733656,59.9536583073933,2.9750454345683,68.7596927889128,44.9857988941391,3.38411869412386,14.993373555007
138,77.4921182122892,97.6712874348587,80.4127234169875,88.2238640806085,95.1833924689154,84.8994473319978,11.8949855919745
139,9.61862721483865,2.91167876725407,16.6891339458758,9.68990482512742,14.1186671656061,33.4075599045736,20.1272808892554
140,91.5974008180457,38.2203085681607,65.156580055624,94.5469166034545,55.2017759418224,57.3969273403493,18.9019069882587
142,99.8967743154994,91.8270354247419,44.7372724996423,98.4949586961714,68.6973424054822,25.9474443444364,29.8329587586942
143,47.5922228593075,33.1688564548405,27.7815694516398,52.6182933580059,31.0708067216377,41.4275256352915,14.6926960598462
144,53.1472854151651,80.7271212631919,30.2130474522067,59.7360171262672,71.0477503651658,33.6708059951152,12.2089188990465
145,32.7766316933352,12.9582186009106,10.4602174558012,33.8304140172959,2.13505414748367,20.428194673704,14.7516750163785
146,5.79740451389401,68.9514520723867,50.155256464009,16.9254401799563,69.0591471318483,51.9648833533262,11.2747295084861
147,74.1731229971944,36.6639722642558,67.8687404965451,73.127332245851,43.0237239371681,75.2330734251256,9.78639459247788
148,25.7689261377685,77.0449365349813,12.8126112553671,11.7533325077531,60.3010270390913,18.648251364529,22.6019925115452
149,62.777194252332,40.0284658765572,1.87291789237071,55.4956897010558,28.0238198063336,6.50047967182985,14.7833069312756
150,73.9055253164588,45.3464823226339,44.3722477289827,73.69897630868,47.6033371228717,47.7496999439913,4.06733814018909
151,14.3693220955598,72.0923862355819,14.1853534496716,4.05776153334695,46.5101424970075,18.2046064416602,27.8735335137406
153,31.2694067550047,87.1276953597968,43.173126597053,44.7637681040476,69.8061261598553,64.0015550438007,30.2647976918432
154,18.6880863041229,11.8236774336808,77.1125278052897,36.719825388734,15.2397856245783,78.244540643799,18.387356053929
155,92.5637157382541,36.3138383920923,71.2327291177239,89.03308485043,48.2908017175082,58.8832418288837,17.5619714514527
156,27.6717986650012,15.71408235752,58.9210357629349,28.7097387651215,21.9761151229647,61.4135023315196,6.81929348264565
157,50.8465050627843,38.0541775464798,93.5900213689424,63.917422351886,56.2291492302889,92.8144581198187,22.4004458178669
158,55.374496765449,85.6850915150288,24.4953036912502,70.1346950021038,90.3453108761779,28.1029403470762,15.8932733796357
159,75.028561601098,83.8090537873253,87.1252620426798,75.8101902300921,72.9985733513375,87.8745919509247,10.8645720524063
160,67.9525685086941,87.2830767604937,1.17080724866588,47.1423105132477,79.5153430398957,0.294009291140654,22.2300089889652
161,67.5075612460289,73.6300958789857,67.9832974316473,60.3287685977808,78.7828357616983,54.3208078825757,16.2711220530094
